"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18584336392008464,17841401519683378,moataz_mashal,"Moataz Mashal","من اجمل ما سمعت عن التربية 

دورنا كأهل إننا نسوي اللي علينا و نحط البذرة الصح، و لكن النتيجة مش مسؤوليتنا.",44,"05/08/2026 09:05",https://www.instagram.com/reel/DYFW-GhBCPL/,"IG reel",,Lifetime,425334,303856,16336,13740,2039,153,4501
17849528373697035,17841401519683378,moataz_mashal,"Moataz Mashal","⁨	الطريق المريح مش دايماً بيكون الطريق الصحيح⁩",63,"05/10/2026 09:00",https://www.instagram.com/reel/DYKgB3-BbOo/,"IG reel",,Lifetime,53798,33961,1540,295,16,20,401
17871872865656329,17841401519683378,moataz_mashal,"Moataz Mashal","ربنا بيختارك الي أنت محتاجه الآن في حياتك لتتعلم درس معين، لتتقرب من شخص أو تبعد عن شخص، لتعرف أنت عالطريق الصح أو الغلط، لو بتتقرب منه ولا بتبعد، لو عنجد أنت ""مؤمن"" وبتستحق كرامات ودلال المؤمن، ولا أنت بس بتكرر كلمات دون معنى حقيقي زي كلمة ""الحمد لله"". 

مستحيل ربنا يخذلك، مستحيل.",0,"05/11/2026 09:57",https://www.instagram.com/reel/DYNLLi6qQJ8/,"IG reel",,Lifetime,76255,53178,3138,710,57,34,604
18102962746806043,17841401519683378,moataz_mashal,"Moataz Mashal","في ناس بتسمع عشان ترد.
وفي ناس بتسمع عشان تدافع عن نفسها.
وفي ناس بتسمع وهي من جوّا مستعجلة تخلص الحوار.
⁨	
في فرق كبير بين إنك تسمع شخص، وبين إنك تنصت له.

الاستماع أحيانًا بيكون بالأذن، بس الإنصات بيكون بالقلب.

إنك تكون حاضر مع اللي قدامك، مش بس تسمع كلماته… تسمع اللي ورا الكلمات.

تنتبه لنبرة صوته، للسكتة اللي بين الجمل، للشي اللي حاول يحكيه وما عرف، وللوجع اللي يمكن غطّاه بابتسامة بسيطة.

مش كل شخص بيحكي معك بده نصيحة. ومش كل فضفضة محتاجة حل، ومش كل صمت معناه إنه خلص كلام.

أحيانًا اللي قدامك بيكون محتاج رد.
وأحيانًا بيكون محتاج مساعدة حقيقية.
وأحيانًا… كل اللي محتاجه إنك تكون موجود.
تسمعه بعناية، تخليه يحس إنه مش لحاله، وإن مشاعره إلها مكان آمن عندك.

بس الإنصات الحقيقي إنك تسأل حالك:
الشخص اللي قدامي… شو محتاج مني هلأ؟

لأن في وجع ما بدّه تحليل… بدّه حضن معنوي.
وفي تعب ما بدّه نصيحة… بدّه وجود.
وفي كلام ما بدّه مقاطعة… بدّه أمان.

أحيانًا أعظم دعم بتقدمه لإنسان، مش إنك تعطيه جواب ذكي، ولا حل مثالي، ولا كلام كثير.

أحيانًا أعظم دعم، إنك تخليه يطلع اللي بقلبه، وهو حاسس إنك سامعه بصدق.

مش دايمًا لازم تسمع عشان ترد، أحيانًا لازم تنصت عشان تفهم.⁩",0,"05/12/2026 08:57",https://www.instagram.com/p/DYPo0CGqI2b/,"IG image",,Lifetime,55098,29761,497,18,0,6,53
17987640081002784,17841401519683378,moataz_mashal,"Moataz Mashal","⁨	شايل كل شي لحالك؟! 
وقف و ابدأ اطلب المساعدة من شريك حياتك…⁩",80,"05/13/2026 09:00",https://www.instagram.com/reel/DYSOaeZBWCb/,"IG reel",,Lifetime,47578,30922,1311,328,14,17,355
17858340222650241,17841401519683378,moataz_mashal,"Moataz Mashal","بتضل تلفّ حوالين نفس الفكرة، تعيدها بعقلك من كل زاوية

“طب لو صار هيك؟”
“طب لو غلطت؟”
“طب لو اخترت الطريق الغلط؟”

وبتحس إنك عم تشتغل على الموضوع، بس بالحقيقة إنت عم تستهلك حالك جوا الموضوع.

لأن في نوع تفكير مش هدفه يخليك توصل لقرار، هدفه يخلّيك بعيد عن لحظة القرار.

الدماغ لما يخاف من الخطوة، ما بيحكيلك: “أنا خايف.”
بيحكيلك: “استنى شوي… فكّر أكثر.”

فبتصير التحليلات شكلها وعي، والتردد شكله حكمة، والتأجيل شكله حرص.

بس الحقيقة؟

إنت مش دايمًا محتاج معلومة زيادة.
أحيانًا إنت محتاج شجاعة أقل من المثالية، وحركة صغيرة تكسر الدائرة.

جرّبها اليوم:
تنفس 3 مرات ببطء.
اكتب الشغلة اللي برأسك وعم تفكر فيها.

اسأل حالك:
“شو أصغر خطوة ممكن أعملها في هاد الموضوع خلال 10 دقايق؟”

ما بدك خطوة تغيّر حياتك، بدك خطوة صغيرة تثبت لعقلك إنك مش عالق و تكسر فيها دوامة التفكير اللي ما بتنتهي.

ابعت الرسالة.
افتح الملف.
احكي الكلمة.
ابدأ أول 5 دقايق.
اختار موعد.
اطلب المساعدة.

أياً كان الشي سوي اول و أصغر خطوة فيه
لأن الخروج من التفكير الزائد مش بيصير بفكرة أذكى، بيصير بحركة أبسط.

مش كل تفكير وعي، بعضه هروب مرتب.

والقرار اللي بتأجله كل يوم، غالبًا مش محتاج وضوح أكثر، محتاج إنك تتحرك رغم عدم اكتمال الوضوح.⁩⁩",0,"05/14/2026 09:04",https://www.instagram.com/reel/DYUzmtxqI6w/,"IG reel",,Lifetime,62251,35746,588,130,4,9,305
17874720234478160,17841401519683378,moataz_mashal,"Moataz Mashal","⁨	اشكر الله على كل نعمة في حياتك ولو كنت مفكرها صغيرة

اشكره و شوف كيف عطائه رح يكون..⁩",26,"05/15/2026 09:10",https://www.instagram.com/reel/DYXZGXthJtl/,"IG reel",,Lifetime,77650,55852,3028,685,95,42,459
17991346340794735,17841401519683378,moataz_mashal,"Moataz Mashal","⁨	عمرك فكرت انه ممكن غلطة واحدة منك تدمر طفلك طول عمره؟ 

اقرأ للآخر⁩",0,"05/16/2026 09:48",https://www.instagram.com/p/DYaCSh5Ci77/,"IG carousel",,Lifetime,89450,30498,396,102,1,0,198
18177815974393048,17841401519683378,moataz_mashal,"Moataz Mashal","⁨	هاي مش شطارة ولا ذكاء اجتماعي هاد تشتت و ضياع⁩",0,"05/18/2026 08:58",https://www.instagram.com/reel/DYfF9QxqcU_/,"IG reel",,Lifetime,47241,30088,1367,303,14,26,411
18173930101410305,17841401519683378,moataz_mashal,"Moataz Mashal","جيلنا عنده إجابة لكل سؤال.

أي معلومة بدك إياها؟
ثواني وبتوصل.

غوغل.
يوتيوب.
بودكاست.
ريلز.
شات جي بي تي.

بنعرف كيف نعتني بصحتنا، بس بنؤذي حالنا كل يوم.

بنعرف إنه النوم مهم، بس بنهرب للشاشة.

بنعرف إنه المقارنة بتدمرنا، ومع هيك بنقارن حياتنا بحياة غيرنا. 

بنعرف كثير.

لدرجة صرنا نحسب المعرفة إنجاز.

بس المشكلة عمرها ما كانت نقص معلومات.

المشكلة إننا خلطنا بين المعرفة والفهم.

المعرفة بتخليك تشرح. 
الفهم بيخليك تتصرف.

المعرفة بتعطيك شعور مؤقت إنك تطورت.
الفهم بيغيّر طريقة عيشك فعلًا.

كم فكرة حفظتها…
وما غيّرت فيك أي شيء؟

كم مرة حسّيت إنك “وعيت”…
بس رجعت لنفس العادات بعد ساعات؟

هاي هي الفجوة اللي بتاكل جيل كامل.

لأن الإنسان ما بيتغيّر لما يعرف أكثر.
بيتغيّر لما يفهم نفسه أكثر.

يفهم ليش يهرب.
ليش يأجل.
ليش يعيد نفس الأذى وهو واعي عليه.

أحيانًا الشخص اللي بيعرف أقل…
بس فاهم نفسه، بيعرف يعيش أحسن من شخص حافظ ألف فكرة عن الحياة.

لأن الفهم يقود لقرار.

أما المعرفة بدون فعل؟

فمجرد ضجيج…
يعطيك وهم إنك عم تتحرك، بينما أنت واقف مكانك.",0,"05/19/2026 09:08",https://www.instagram.com/p/DYhsI2HqTqE/,"IG image",,Lifetime,84756,43590,486,21,1,13,37
